usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
1.136,23.58,75.284,0.0,0.0,0.0,132407296.0,22716416.0,263073792.0,3596066816.0,2112.0,15359.0,0.0,24576.0,0.0,4.0,1248.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,43657.0,127321.0,3.0,0.0,10.0
9.091,22.727,68.182,0.0,0.0,0.0,133320704.0,22716416.0,263073792.0,3595153408.0,2176.0,15356.0,0.0,0.0,0.0,0.0,1357.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,45053.0,120731.0,3.0,0.0,13.0
2.477,21.672,75.851,0.0,0.0,0.0,133181440.0,22716416.0,263073792.0,3595292672.0,2144.0,15356.0,0.0,0.0,0.0,0.0,1314.0,18795.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58042.0,142406.0,4.0,0.0,5.0
7.692,28.107,64.201,0.0,0.0,0.0,133058560.0,22716416.0,263073792.0,3595415552.0,2112.0,15354.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,57479.0,141400.0,4.0,0.0,7.0
0.974,19.481,79.545,0.0,0.0,0.0,132911104.0,22716416.0,263077888.0,3595558912.0,2144.0,15354.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,57999.0,142402.0,2.0,0.0,5.0
2.694,18.182,79.125,0.0,0.0,0.0,133017600.0,22724608.0,263069696.0,3595452416.0,2144.0,15354.0,0.0,24576.0,0.0,4.0,1508.0,21353.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,57444.0,140193.0,5.0,0.0,8.0
2.215,16.456,81.329,0.0,0.0,0.0,132886528.0,22724608.0,263086080.0,3595567104.0,2112.0,15354.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,59611.0,146169.0,3.0,0.0,5.0
1.27,17.143,81.587,0.0,0.0,0.0,132886528.0,22724608.0,263086080.0,3595567104.0,2048.0,15354.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,59720.0,146446.0,3.0,0.0,5.0
0.965,15.434,83.601,0.0,0.0,0.0,132886528.0,22724608.0,263086080.0,3595567104.0,2016.0,15354.0,0.0,0.0,0.0,0.0,1314.0,19892.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,60043.0,147324.0,5.0,0.0,5.0
1.567,14.734,83.699,0.0,0.0,0.0,132599808.0,22724608.0,263086080.0,3595853824.0,1952.0,15354.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,61016.0,149694.0,5.0,0.0,5.0
2.679,19.048,78.274,0.0,0.0,0.0,132472832.0,22732800.0,263090176.0,3595968512.0,1888.0,15358.0,0.0,24576.0,0.0,4.0,1342.0,20010.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,60703.0,148983.0,4.0,0.0,10.0
8.657,17.612,73.731,0.0,0.0,0.0,132706304.0,22732800.0,263090176.0,3595735040.0,1888.0,15354.0,0.0,0.0,0.0,0.0,1320.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,55131.0,138892.0,4.0,0.0,13.0
3.448,14.943,81.609,0.0,0.0,0.0,132816896.0,22732800.0,263090176.0,3595624448.0,1824.0,15353.0,0.0,0.0,0.0,0.0,3421.0,20848.0,9.0,12.0,0.0,2.0,0.0,181.0,18.0,12.0,0.0,0.0,51903.0,141422.0,1.0,0.0,23.0
2.134,24.39,73.476,0.0,0.0,0.0,132521984.0,22732800.0,263094272.0,3595915264.0,2144.0,15350.0,0.0,0.0,0.0,0.0,1517.0,21250.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58887.0,143145.0,3.0,0.0,9.0
8.15,24.138,67.712,0.0,0.0,0.0,132276224.0,22732800.0,263098368.0,3596156928.0,2144.0,15347.0,0.0,0.0,0.0,0.0,1182.0,17764.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,54262.0,136320.0,3.0,0.0,7.0
1.153,21.614,77.233,0.0,0.0,0.0,132018176.0,22736896.0,263094272.0,3596414976.0,2176.0,15347.0,0.0,90112.0,0.0,6.0,1188.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,43819.0,127437.0,3.0,0.0,5.0
0.932,15.217,83.54,0.0,0.0,0.311,131874816.0,22740992.0,263106560.0,3596541952.0,2176.0,15347.0,0.0,40960.0,0.0,2.0,1872.0,21345.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,43977.0,127997.0,6.0,0.0,0.0
