usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
3.374,19.018,77.607,0.0,0.0,0.0,134909952.0,22056960.0,263131136.0,3594166272.0,2048.0,15340.0,0.0,0.0,0.0,0.0,1436.0,19290.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58933.0,145800.0,5.0,0.0,8.0
2.484,16.149,81.366,0.0,0.0,0.0,134549504.0,22065152.0,263131136.0,3594518528.0,2016.0,15340.0,0.0,49152.0,0.0,4.0,1254.0,18861.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,52807.0,139031.0,1.0,0.0,5.0
2.703,15.916,81.381,0.0,0.0,0.0,134275072.0,22065152.0,263131136.0,3594792960.0,1984.0,15340.0,0.0,65536.0,0.0,8.0,1182.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,61217.0,151285.0,1.0,0.0,5.0
1.813,16.012,82.175,0.0,0.0,0.0,134266880.0,22065152.0,263139328.0,3594792960.0,1888.0,15344.0,0.0,0.0,0.0,0.0,1282.0,20010.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,61296.0,151772.0,3.0,0.0,10.0
1.216,23.1,75.684,0.0,0.0,0.0,133910528.0,22065152.0,263139328.0,3595149312.0,1824.0,15344.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,57990.0,143096.0,5.0,0.0,5.0
3.963,17.073,78.963,0.0,0.0,0.0,133840896.0,22065152.0,263139328.0,3595218944.0,1824.0,15340.0,0.0,0.0,0.0,0.0,3309.0,21039.0,9.0,11.0,0.0,2.0,1.0,181.0,18.0,12.0,0.0,0.0,59923.0,148653.0,2.0,0.0,26.0
8.358,24.776,66.866,0.0,0.0,0.0,134131712.0,22073344.0,263143424.0,3594915840.0,2176.0,15336.0,0.0,40960.0,0.0,4.0,1248.0,14737.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,54671.0,131898.0,3.0,0.0,14.0
0.307,24.847,74.847,0.0,0.0,0.0,134131712.0,22073344.0,263143424.0,3594915840.0,2176.0,15336.0,0.0,49152.0,0.0,6.0,1188.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,57496.0,141885.0,4.0,0.0,5.0
2.312,26.879,70.809,0.0,0.0,0.0,133840896.0,22073344.0,263143424.0,3595206656.0,2176.0,15336.0,0.0,0.0,0.0,0.0,1248.0,19916.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,57468.0,141746.0,1.0,0.0,5.0
8.464,20.376,71.16,0.0,0.0,0.0,133349376.0,22073344.0,263151616.0,3595689984.0,2144.0,15333.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,50470.0,132981.0,4.0,0.0,7.0
