usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
2.035,26.163,71.802,0.0,0.0,0.0,124338176.0,20213760.0,264400896.0,3605311488.0,2048.0,17092.0,0.0,0.0,0.0,0.0,1452.0,19065.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58222.0,143533.0,2.0,0.0,17.0
2.484,19.565,77.95,0.0,0.0,0.0,124301312.0,20213760.0,264404992.0,3605344256.0,2048.0,17092.0,0.0,0.0,0.0,0.0,1374.0,20857.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58247.0,143707.0,1.0,0.0,5.0
2.417,22.961,74.622,0.0,0.0,0.0,124035072.0,20221952.0,264404992.0,3605602304.0,2048.0,17092.0,0.0,32768.0,0.0,4.0,1458.0,19065.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58225.0,143637.0,6.0,0.0,17.0
8.529,23.529,67.941,0.0,0.0,0.0,124387328.0,20221952.0,264409088.0,3605245952.0,2048.0,17089.0,0.0,0.0,0.0,0.0,1446.0,20791.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,54609.0,135313.0,4.0,0.0,13.0
2.957,30.645,66.398,0.0,0.0,0.0,124579840.0,20221952.0,264409088.0,3605053440.0,2048.0,17089.0,0.0,0.0,0.0,0.0,1458.0,19065.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58004.0,142847.0,4.0,0.0,17.0
2.976,23.512,73.512,0.0,0.0,0.0,124403712.0,20221952.0,264409088.0,3605229568.0,2048.0,17089.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,57664.0,141994.0,1.0,0.0,6.0
3.333,20.909,75.455,0.0,0.0,0.303,124465152.0,20221952.0,264409088.0,3605168128.0,2048.0,17089.0,0.0,0.0,0.0,0.0,1434.0,21037.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58315.0,143816.0,2.0,0.0,13.0
3.343,22.492,74.164,0.0,0.0,0.0,124526592.0,20230144.0,264413184.0,3605094400.0,2048.0,17093.0,0.0,32768.0,0.0,4.0,1430.0,19292.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58074.0,143282.0,3.0,0.0,12.0
1.905,18.413,79.683,0.0,0.0,0.0,124674048.0,20230144.0,264417280.0,3604942848.0,2080.0,17091.0,0.0,0.0,0.0,0.0,1338.0,20339.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58346.0,143957.0,3.0,0.0,9.0
1.22,23.171,75.61,0.0,0.0,0.0,124989440.0,20230144.0,264417280.0,3604627456.0,2048.0,17093.0,0.0,0.0,0.0,0.0,1308.0,18372.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,57731.0,142564.0,1.0,0.0,10.0
0.633,19.937,79.43,0.0,0.0,0.0,124416000.0,20230144.0,264417280.0,3605200896.0,2048.0,17093.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58342.0,143922.0,4.0,0.0,5.0
1.796,20.958,77.246,0.0,0.0,0.0,124407808.0,20230144.0,264417280.0,3605209088.0,1984.0,17089.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,59548.0,146027.0,2.0,0.0,5.0
3.175,14.921,81.905,0.0,0.0,0.0,124686336.0,20238336.0,264421376.0,3604918272.0,1920.0,17089.0,0.0,32768.0,0.0,4.0,1182.0,18795.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,59365.0,146213.0,3.0,0.0,5.0
10.272,14.804,74.924,0.0,0.0,0.0,124964864.0,20238336.0,264421376.0,3604639744.0,1920.0,17085.0,0.0,0.0,0.0,0.0,1374.0,18729.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,47489.0,127743.0,5.0,0.0,13.0
2.286,14.0,83.714,0.0,0.0,0.0,124686336.0,20238336.0,264425472.0,3604914176.0,1856.0,17085.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,46767.0,133923.0,1.0,0.0,5.0
1.506,8.434,90.06,0.0,0.0,0.0,124796928.0,20238336.0,264429568.0,3604799488.0,1824.0,17085.0,0.0,155648.0,0.0,8.0,1182.0,19826.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,43356.0,132961.0,2.0,0.0,5.0
2.492,16.511,80.997,0.0,0.0,0.0,124514304.0,20238336.0,264429568.0,3605082112.0,1760.0,17085.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,57190.0,144245.0,4.0,0.0,5.0
4.142,24.852,70.71,0.296,0.0,0.0,124928000.0,20246528.0,264433664.0,3604656128.0,1728.0,17084.0,0.0,57344.0,0.0,4.0,1661.0,19299.0,9.0,10.0,1.0,2.0,3.0,182.0,20.0,12.0,0.0,0.0,57810.0,142137.0,3.0,0.0,23.0
4.505,19.82,75.676,0.0,0.0,0.0,125091840.0,20246528.0,264433664.0,3604492288.0,2048.0,17081.0,0.0,0.0,0.0,0.0,3209.0,21901.0,9.0,10.0,0.0,3.0,3.0,181.0,19.0,12.0,0.0,0.0,60168.0,146998.0,3.0,0.0,9.0
1.538,24.0,74.462,0.0,0.0,0.0,125050880.0,20246528.0,264441856.0,3604525056.0,2048.0,17090.0,0.0,0.0,0.0,0.0,1431.0,19058.0,9.0,10.0,0.0,3.0,3.0,181.0,19.0,12.0,0.0,0.0,57818.0,142111.0,3.0,0.0,10.0
1.198,25.449,73.353,0.0,0.0,0.0,125083648.0,20246528.0,264441856.0,3604492288.0,2048.0,17090.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,3.0,3.0,181.0,19.0,12.0,0.0,0.0,58197.0,143077.0,2.0,0.0,5.0
1.587,21.905,76.508,0.0,0.0,0.0,125038592.0,20246528.0,264445952.0,3604533248.0,2048.0,17090.0,0.0,0.0,0.0,0.0,1374.0,20857.0,9.0,10.0,0.0,3.0,3.0,181.0,19.0,12.0,0.0,0.0,57444.0,141131.0,4.0,0.0,5.0
2.41,22.289,75.301,0.0,0.0,0.0,125030400.0,20254720.0,264445952.0,3604533248.0,2048.0,17090.0,0.0,32768.0,0.0,4.0,1182.0,18795.0,9.0,10.0,0.0,3.0,3.0,181.0,19.0,12.0,0.0,0.0,53873.0,137635.0,3.0,0.0,5.0
6.877,24.069,69.054,0.0,0.0,0.0,126181376.0,20254720.0,264445952.0,3603382272.0,2048.0,17087.0,0.0,0.0,0.0,0.0,1176.0,18795.0,9.0,10.0,0.0,3.0,3.0,181.0,19.0,12.0,0.0,0.0,50052.0,127014.0,5.0,0.0,13.0
1.582,18.671,79.747,0.0,0.0,0.0,125931520.0,20254720.0,264445952.0,3603632128.0,2048.0,17087.0,0.0,0.0,0.0,0.0,1254.0,20857.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58790.0,143848.0,2.0,0.0,5.0
2.875,16.613,80.192,0.0,0.0,0.319,125702144.0,20254720.0,264450048.0,3603857408.0,2048.0,17087.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58807.0,143874.0,2.0,0.0,5.0
0.946,20.189,78.864,0.0,0.0,0.0,125669376.0,20254720.0,264450048.0,3603890176.0,2048.0,17087.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,58802.0,143833.0,3.0,0.0,5.0
4.386,23.977,71.637,0.0,0.0,0.0,128471040.0,20262912.0,264454144.0,3601076224.0,2080.0,17112.0,0.0,32768.0,0.0,4.0,1304.0,18861.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,47250.0,130473.0,4.0,0.0,9.0
3.115,18.38,78.505,0.0,0.0,0.0,128253952.0,20262912.0,264454144.0,3601293312.0,2080.0,17109.0,0.0,0.0,0.0,0.0,1320.0,19226.0,9.0,10.0,0.0,2.0,3.0,181.0,19.0,12.0,0.0,0.0,55903.0,141336.0,4.0,0.0,6.0
